IM Race-Ethnicity no Unknown,18_Age Categories for NordPred,IM Subsite,IM Histology with All,IM 5-year LATEST,Crude Rate,Count,Population
0,15,1,1,2,0,10,899363219
0,15,1,1,3,0,20,899363219
0,15,1,2,0,0.09,801,899363219
0,15,1,2,1,0.08,764,899363219
0,15,1,2,2,0.08,694,899363219
0,15,1,2,3,0.06,544,899363219
0,15,2,0,0,0.06,496,899363219
0,15,2,0,1,0.04,335,899363219
0,15,2,0,2,0.04,321,899363219
0,15,2,0,3,0.02,213,899363219
0,15,2,1,0,0.01,65,899363219
0,15,2,1,1,0.01,66,899363219
0,15,2,1,2,0.01,51,899363219
0,15,2,1,3,0,23,899363219
0,15,2,2,0,0.06,556,899363219
0,15,2,2,1,0.04,398,899363219
0,15,2,2,2,0.04,369,899363219
0,15,2,2,3,0.03,233,899363219
0,15,3,0,0,0.25,2255,899363219
0,15,3,0,1,0.2,1783,899363219
0,15,3,0,2,0.17,1512,899363219
0,15,3,0,3,0.12,1087,899363219
0,15,3,1,0,0.02,171,899363219
0,15,3,1,1,0.02,163,899363219
0,15,3,1,2,0.02,141,899363219
0,15,3,1,3,0.01,91,899363219
0,15,3,2,0,0.27,2414,899363219
0,15,3,2,1,0.21,1928,899363219
0,15,3,2,2,0.18,1631,899363219
0,15,3,2,3,0.13,1156,899363219
0,16,0,0,0,0.1,935,899363219
0,16,0,0,1,0.09,795,899363219
0,16,0,0,2,0.06,572,899363219
0,16,0,0,3,0.04,342,899363219
0,16,0,1,0,0.01,88,899363219
0,16,0,1,1,0.01,108,899363219
0,16,0,1,2,0.01,80,899363219
0,16,0,1,3,0,38,899363219
0,16,0,2,0,0.11,1014,899363219
0,16,0,2,1,0.1,897,899363219
0,16,0,2,2,0.07,639,899363219
0,16,0,2,3,0.04,373,899363219
0,16,1,0,0,0.07,597,899363219
0,16,1,0,1,0.07,633,899363219
0,16,1,0,2,0.07,630,899363219
0,16,1,0,3,0.05,420,899363219
0,16,1,1,0,0,11,899363219
0,16,1,1,1,0,11,899363219
0,16,1,1,2,0,19,899363219
0,16,1,1,3,^,^,899363219
0,16,1,2,0,0.07,604,899363219
0,16,1,2,1,0.07,637,899363219
0,16,1,2,2,0.07,643,899363219
0,16,1,2,3,0.05,422,899363219
0,16,2,0,0,0.05,485,899363219
0,16,2,0,1,0.04,398,899363219
0,16,2,0,2,0.04,318,899363219
0,16,2,0,3,0.03,233,899363219
0,16,2,1,0,0.01,46,899363219
0,16,2,1,1,0.01,51,899363219
0,16,2,1,2,0.01,51,899363219
0,16,2,1,3,0,41,899363219
0,16,2,2,0,0.06,532,899363219
0,16,2,2,1,0.05,445,899363219
0,16,2,2,2,0.04,366,899363219
0,16,2,2,3,0.03,270,899363219
0,16,3,0,0,0.22,2017,899363219
0,16,3,0,1,0.2,1826,899363219
0,16,3,0,2,0.17,1520,899363219
0,16,3,0,3,0.11,995,899363219
0,16,3,1,0,0.02,145,899363219
0,16,3,1,1,0.02,170,899363219
0,16,3,1,2,0.02,150,899363219
0,16,3,1,3,0.01,85,899363219
0,16,3,2,0,0.24,2150,899363219
0,16,3,2,1,0.22,1979,899363219
0,16,3,2,2,0.18,1648,899363219
0,16,3,2,3,0.12,1065,899363219
0,17,0,0,0,0.11,989,899363219
0,17,0,0,1,0.1,898,899363219
0,17,0,0,2,0.09,778,899363219
0,17,0,0,3,0.06,535,899363219
0,17,0,1,0,0,34,899363219
0,17,0,1,1,0.01,47,899363219
0,17,0,1,2,0.01,76,899363219
0,17,0,1,3,0,41,899363219
0,17,0,2,0,0.11,1016,899363219
0,17,0,2,1,0.1,933,899363219
0,17,0,2,2,0.09,839,899363219
0,17,0,2,3,0.06,569,899363219
0,17,1,0,0,0.04,398,899363219
0,17,1,0,1,0.05,462,899363219
0,17,1,0,2,0.06,503,899363219
0,17,1,0,3,0.05,432,899363219
0,17,1,1,0,^,^,899363219
0,17,1,1,1,0,11,899363219
0,17,1,1,2,^,^,899363219
0,17,1,1,3,^,^,899363219
0,17,1,2,0,0.04,404,899363219
0,17,1,2,1,0.05,472,899363219
0,17,1,2,2,0.06,505,899363219
0,17,1,2,3,0.05,435,899363219
0,17,2,0,0,0.05,430,899363219
0,17,2,0,1,0.05,431,899363219
0,17,2,0,2,0.04,382,899363219
0,17,2,0,3,0.03,269,899363219
0,17,2,1,0,0,31,899363219
0,17,2,1,1,0,43,899363219
0,17,2,1,2,0.01,49,899363219
0,17,2,1,3,0,24,899363219
0,17,2,2,0,0.05,457,899363219
0,17,2,2,1,0.05,467,899363219
0,17,2,2,2,0.05,426,899363219
0,17,2,2,3,0.03,286,899363219
0,17,3,0,0,0.2,1817,899363219
0,17,3,0,1,0.2,1791,899363219
0,17,3,0,2,0.18,1663,899363219
0,17,3,0,3,0.14,1236,899363219
0,17,3,1,0,0.01,70,899363219
0,17,3,1,1,0.01,101,899363219
0,17,3,1,2,0.01,134,899363219
0,17,3,1,3,0.01,73,899363219
0,17,3,2,0,0.21,1877,899363219
0,17,3,2,1,0.21,1872,899363219
0,17,3,2,2,0.2,1770,899363219
0,17,3,2,3,0.14,1290,899363219
1,0,0,0,0,^,^,182553687
1,0,0,0,1,^,^,182553687
1,0,0,0,2,^,^,182553687
1,0,0,0,3,^,^,182553687
1,0,0,1,0,^,^,182553687
1,0,0,1,1,^,^,182553687
1,0,0,1,2,^,^,182553687
1,0,0,1,3,^,^,182553687
1,0,0,2,0,^,^,182553687
1,0,0,2,1,^,^,182553687
1,0,0,2,2,^,^,182553687
1,0,0,2,3,^,^,182553687
1,0,1,0,0,^,^,182553687
1,0,1,0,1,^,^,182553687
1,0,1,0,2,^,^,182553687
1,0,1,0,3,^,^,182553687
1,0,1,1,0,^,^,182553687
1,0,1,1,1,^,^,182553687
1,0,1,1,2,^,^,182553687
1,0,1,1,3,^,^,182553687
1,0,1,2,0,^,^,182553687
1,0,1,2,1,^,^,182553687
1,0,1,2,2,^,^,182553687
1,0,1,2,3,^,^,182553687
1,0,2,0,0,^,^,182553687
1,0,2,0,1,^,^,182553687
1,0,2,0,2,^,^,182553687
1,0,2,0,3,^,^,182553687
1,0,2,1,0,^,^,182553687
1,0,2,1,1,^,^,182553687
1,0,2,1,2,^,^,182553687
1,0,2,1,3,^,^,182553687
1,0,2,2,0,^,^,182553687
1,0,2,2,1,^,^,182553687
1,0,2,2,2,^,^,182553687
1,0,2,2,3,^,^,182553687
1,0,3,0,0,^,^,182553687
1,0,3,0,1,^,^,182553687
1,0,3,0,2,^,^,182553687
1,0,3,0,3,^,^,182553687
1,0,3,1,0,^,^,182553687
1,0,3,1,1,^,^,182553687
1,0,3,1,2,^,^,182553687
1,0,3,1,3,^,^,182553687
1,0,3,2,0,^,^,182553687
1,0,3,2,1,^,^,182553687
1,0,3,2,2,^,^,182553687
1,0,3,2,3,^,^,182553687
1,1,0,0,0,^,^,182553687
1,1,0,0,1,^,^,182553687
1,1,0,0,2,^,^,182553687
1,1,0,0,3,^,^,182553687
1,1,0,1,0,^,^,182553687
1,1,0,1,1,^,^,182553687
1,1,0,1,2,^,^,182553687
1,1,0,1,3,^,^,182553687
1,1,0,2,0,^,^,182553687
1,1,0,2,1,^,^,182553687
1,1,0,2,2,^,^,182553687
1,1,0,2,3,^,^,182553687
1,1,1,0,0,^,^,182553687
1,1,1,0,1,^,^,182553687
1,1,1,0,2,^,^,182553687
1,1,1,0,3,^,^,182553687
1,1,1,1,0,^,^,182553687
1,1,1,1,1,^,^,182553687
1,1,1,1,2,^,^,182553687
1,1,1,1,3,^,^,182553687
1,1,1,2,0,^,^,182553687
1,1,1,2,1,^,^,182553687
1,1,1,2,2,^,^,182553687
1,1,1,2,3,^,^,182553687
1,1,2,0,0,^,^,182553687
1,1,2,0,1,^,^,182553687
1,1,2,0,2,^,^,182553687
1,1,2,0,3,^,^,182553687
1,1,2,1,0,^,^,182553687
1,1,2,1,1,^,^,182553687
1,1,2,1,2,^,^,182553687
1,1,2,1,3,^,^,182553687
1,1,2,2,0,^,^,182553687
1,1,2,2,1,^,^,182553687
1,1,2,2,2,^,^,182553687
1,1,2,2,3,^,^,182553687
1,1,3,0,0,^,^,182553687
1,1,3,0,1,^,^,182553687
1,1,3,0,2,^,^,182553687
1,1,3,0,3,^,^,182553687
1,1,3,1,0,^,^,182553687
1,1,3,1,1,^,^,182553687
1,1,3,1,2,^,^,182553687
1,1,3,1,3,^,^,182553687
1,1,3,2,0,^,^,182553687
1,1,3,2,1,^,^,182553687
1,1,3,2,2,^,^,182553687
1,1,3,2,3,^,^,182553687
1,2,0,0,0,^,^,182553687
1,2,0,0,1,^,^,182553687
1,2,0,0,2,^,^,182553687
1,2,0,0,3,^,^,182553687
1,2,0,1,0,^,^,182553687
1,2,0,1,1,^,^,182553687
1,2,0,1,2,^,^,182553687
1,2,0,1,3,^,^,182553687
1,2,0,2,0,^,^,182553687
1,2,0,2,1,^,^,182553687
1,2,0,2,2,^,^,182553687
1,2,0,2,3,^,^,182553687
1,2,1,0,0,^,^,182553687
1,2,1,0,1,^,^,182553687
1,2,1,0,2,^,^,182553687
1,2,1,0,3,^,^,182553687
1,2,1,1,0,^,^,182553687
1,2,1,1,1,^,^,182553687
1,2,1,1,2,^,^,182553687
1,2,1,1,3,^,^,182553687
1,2,1,2,0,^,^,182553687
1,2,1,2,1,^,^,182553687
1,2,1,2,2,^,^,182553687
1,2,1,2,3,^,^,182553687
1,2,2,0,0,^,^,182553687
1,2,2,0,1,^,^,182553687
1,2,2,0,2,^,^,182553687
1,2,2,0,3,^,^,182553687
1,2,2,1,0,^,^,182553687
1,2,2,1,1,^,^,182553687
1,2,2,1,2,^,^,182553687
1,2,2,1,3,^,^,182553687
1,2,2,2,0,^,^,182553687
1,2,2,2,1,^,^,182553687
1,2,2,2,2,^,^,182553687
1,2,2,2,3,^,^,182553687
1,2,3,0,0,^,^,182553687
1,2,3,0,1,^,^,182553687
1,2,3,0,2,^,^,182553687
1,2,3,0,3,^,^,182553687
1,2,3,1,0,^,^,182553687
1,2,3,1,1,^,^,182553687
1,2,3,1,2,^,^,182553687
1,2,3,1,3,^,^,182553687
1,2,3,2,0,^,^,182553687
1,2,3,2,1,^,^,182553687
1,2,3,2,2,^,^,182553687
1,2,3,2,3,^,^,182553687
1,3,0,0,0,^,^,182553687
1,3,0,0,1,^,^,182553687
1,3,0,0,2,^,^,182553687
1,3,0,0,3,^,^,182553687
1,3,0,1,0,^,^,182553687
1,3,0,1,1,^,^,182553687
1,3,0,1,2,^,^,182553687
1,3,0,1,3,^,^,182553687
1,3,0,2,0,^,^,182553687
1,3,0,2,1,^,^,182553687
1,3,0,2,2,^,^,182553687
1,3,0,2,3,^,^,182553687
1,3,1,0,0,^,^,182553687
1,3,1,0,1,^,^,182553687
1,3,1,0,2,^,^,182553687
1,3,1,0,3,^,^,182553687
1,3,1,1,0,^,^,182553687
1,3,1,1,1,^,^,182553687
1,3,1,1,2,^,^,182553687
1,3,1,1,3,^,^,182553687
1,3,1,2,0,^,^,182553687
1,3,1,2,1,^,^,182553687
1,3,1,2,2,^,^,182553687
1,3,1,2,3,^,^,182553687
1,3,2,0,0,^,^,182553687
1,3,2,0,1,^,^,182553687
1,3,2,0,2,^,^,182553687
1,3,2,0,3,^,^,182553687
1,3,2,1,0,^,^,182553687
1,3,2,1,1,^,^,182553687
1,3,2,1,2,^,^,182553687
1,3,2,1,3,^,^,182553687
1,3,2,2,0,^,^,182553687
1,3,2,2,1,^,^,182553687
1,3,2,2,2,^,^,182553687
1,3,2,2,3,^,^,182553687
1,3,3,0,0,^,^,182553687
1,3,3,0,1,^,^,182553687
1,3,3,0,2,^,^,182553687
1,3,3,0,3,^,^,182553687
1,3,3,1,0,^,^,182553687
1,3,3,1,1,^,^,182553687
1,3,3,1,2,^,^,182553687
1,3,3,1,3,^,^,182553687
1,3,3,2,0,^,^,182553687
1,3,3,2,1,^,^,182553687
1,3,3,2,2,^,^,182553687
1,3,3,2,3,^,^,182553687
1,4,0,0,0,^,^,182553687
1,4,0,0,1,^,^,182553687
1,4,0,0,2,^,^,182553687
1,4,0,0,3,^,^,182553687
1,4,0,1,0,^,^,182553687
1,4,0,1,1,^,^,182553687
1,4,0,1,2,^,^,182553687
1,4,0,1,3,^,^,182553687
1,4,0,2,0,^,^,182553687
1,4,0,2,1,^,^,182553687
1,4,0,2,2,^,^,182553687
1,4,0,2,3,^,^,182553687
1,4,1,0,0,^,^,182553687
1,4,1,0,1,^,^,182553687
1,4,1,0,2,^,^,182553687
1,4,1,0,3,^,^,182553687
1,4,1,1,0,^,^,182553687
1,4,1,1,1,^,^,182553687
1,4,1,1,2,^,^,182553687
1,4,1,1,3,^,^,182553687
1,4,1,2,0,^,^,182553687
1,4,1,2,1,^,^,182553687
1,4,1,2,2,^,^,182553687
1,4,1,2,3,^,^,182553687
1,4,2,0,0,^,^,182553687
1,4,2,0,1,^,^,182553687
1,4,2,0,2,^,^,182553687
1,4,2,0,3,^,^,182553687
1,4,2,1,0,^,^,182553687
1,4,2,1,1,^,^,182553687
1,4,2,1,2,^,^,182553687
1,4,2,1,3,^,^,182553687
1,4,2,2,0,^,^,182553687
1,4,2,2,1,^,^,182553687
1,4,2,2,2,^,^,182553687
1,4,2,2,3,^,^,182553687
1,4,3,0,0,^,^,182553687
1,4,3,0,1,^,^,182553687
1,4,3,0,2,^,^,182553687
1,4,3,0,3,^,^,182553687
1,4,3,1,0,^,^,182553687
1,4,3,1,1,^,^,182553687
1,4,3,1,2,^,^,182553687
1,4,3,1,3,^,^,182553687
1,4,3,2,0,^,^,182553687
1,4,3,2,1,^,^,182553687
1,4,3,2,2,^,^,182553687
1,4,3,2,3,^,^,182553687
1,5,0,0,0,^,^,182553687
1,5,0,0,1,^,^,182553687
1,5,0,0,2,^,^,182553687
1,5,0,0,3,^,^,182553687
1,5,0,1,0,^,^,182553687
1,5,0,1,1,^,^,182553687
1,5,0,1,2,^,^,182553687
1,5,0,1,3,^,^,182553687
1,5,0,2,0,^,^,182553687
1,5,0,2,1,^,^,182553687
1,5,0,2,2,^,^,182553687
1,5,0,2,3,^,^,182553687
1,5,1,0,0,^,^,182553687
1,5,1,0,1,^,^,182553687
1,5,1,0,2,^,^,182553687
1,5,1,0,3,^,^,182553687
1,5,1,1,0,^,^,182553687
1,5,1,1,1,^,^,182553687
1,5,1,1,2,^,^,182553687
1,5,1,1,3,^,^,182553687
1,5,1,2,0,^,^,182553687
1,5,1,2,1,^,^,182553687
1,5,1,2,2,^,^,182553687
1,5,1,2,3,^,^,182553687
1,5,2,0,0,^,^,182553687
1,5,2,0,1,^,^,182553687
1,5,2,0,2,^,^,182553687
1,5,2,0,3,^,^,182553687
1,5,2,1,0,^,^,182553687
1,5,2,1,1,^,^,182553687
1,5,2,1,2,^,^,182553687
1,5,2,1,3,^,^,182553687
1,5,2,2,0,^,^,182553687
1,5,2,2,1,^,^,182553687
1,5,2,2,2,^,^,182553687
1,5,2,2,3,^,^,182553687
1,5,3,0,0,0.01,13,182553687
1,5,3,0,1,^,^,182553687
1,5,3,0,2,0.01,10,182553687
1,5,3,0,3,0.01,10,182553687
1,5,3,1,0,^,^,182553687
1,5,3,1,1,^,^,182553687
1,5,3,1,2,^,^,182553687
1,5,3,1,3,^,^,182553687
1,5,3,2,0,0.01,15,182553687
1,5,3,2,1,0.01,13,182553687
1,5,3,2,2,0.01,11,182553687
1,5,3,2,3,0.01,10,182553687
1,6,0,0,0,^,^,182553687
1,6,0,0,1,0.01,13,182553687
1,6,0,0,2,^,^,182553687
1,6,0,0,3,^,^,182553687
1,6,0,1,0,^,^,182553687
1,6,0,1,1,^,^,182553687
1,6,0,1,2,^,^,182553687
1,6,0,1,3,^,^,182553687
1,6,0,2,0,0.01,10,182553687
1,6,0,2,1,0.01,15,182553687
1,6,0,2,2,^,^,182553687
1,6,0,2,3,^,^,182553687
1,6,1,0,0,^,^,182553687
1,6,1,0,1,^,^,182553687
1,6,1,0,2,^,^,182553687
1,6,1,0,3,^,^,182553687
1,6,1,1,0,^,^,182553687
1,6,1,1,1,^,^,182553687
1,6,1,1,2,^,^,182553687
1,6,1,1,3,^,^,182553687
1,6,1,2,0,^,^,182553687
1,6,1,2,1,^,^,182553687
1,6,1,2,2,^,^,182553687
1,6,1,2,3,^,^,182553687
1,6,2,0,0,^,^,182553687
1,6,2,0,1,0.01,12,182553687
1,6,2,0,2,^,^,182553687
1,6,2,0,3,^,^,182553687
1,6,2,1,0,^,^,182553687
1,6,2,1,1,^,^,182553687
1,6,2,1,2,^,^,182553687
1,6,2,1,3,^,^,182553687
1,6,2,2,0,^,^,182553687
1,6,2,2,1,0.01,12,182553687
1,6,2,2,2,^,^,182553687
1,6,2,2,3,^,^,182553687
1,6,3,0,0,0.01,21,182553687
1,6,3,0,1,0.02,28,182553687
1,6,3,0,2,0.01,12,182553687
1,6,3,0,3,0.01,11,182553687
1,6,3,1,0,^,^,182553687
1,6,3,1,1,^,^,182553687
1,6,3,1,2,^,^,182553687
1,6,3,1,3,^,^,182553687
1,6,3,2,0,0.01,24,182553687
1,6,3,2,1,0.02,30,182553687
1,6,3,2,2,0.01,15,182553687
1,6,3,2,3,0.01,11,182553687
1,7,0,0,0,0.01,23,182553687
1,7,0,0,1,0.02,30,182553687
1,7,0,0,2,0.01,25,182553687
1,7,0,0,3,0.01,18,182553687
1,7,0,1,0,^,^,182553687
1,7,0,1,1,^,^,182553687
1,7,0,1,2,^,^,182553687
1,7,0,1,3,^,^,182553687
1,7,0,2,0,0.01,25,182553687
1,7,0,2,1,0.02,33,182553687
1,7,0,2,2,0.02,28,182553687
1,7,0,2,3,0.01,19,182553687
1,7,1,0,0,^,^,182553687
1,7,1,0,1,^,^,182553687
1,7,1,0,2,^,^,182553687
1,7,1,0,3,^,^,182553687
1,7,1,1,0,^,^,182553687
1,7,1,1,1,^,^,182553687
1,7,1,1,2,^,^,182553687
1,7,1,1,3,^,^,182553687
1,7,1,2,0,^,^,182553687
1,7,1,2,1,^,^,182553687
1,7,1,2,2,^,^,182553687
1,7,1,2,3,^,^,182553687
1,7,2,0,0,0.01,18,182553687
1,7,2,0,1,0.01,15,182553687
1,7,2,0,2,^,^,182553687
1,7,2,0,3,0.01,13,182553687
1,7,2,1,0,^,^,182553687
1,7,2,1,1,^,^,182553687
1,7,2,1,2,^,^,182553687
1,7,2,1,3,^,^,182553687
1,7,2,2,0,0.01,18,182553687
1,7,2,2,1,0.01,18,182553687
1,7,2,2,2,^,^,182553687
1,7,2,2,3,0.01,13,182553687
1,7,3,0,0,0.03,46,182553687
1,7,3,0,1,0.03,48,182553687
1,7,3,0,2,0.02,37,182553687
1,7,3,0,3,0.02,34,182553687
1,7,3,1,0,^,^,182553687
1,7,3,1,1,^,^,182553687
1,7,3,1,2,^,^,182553687
1,7,3,1,3,^,^,182553687
1,7,3,2,0,0.03,49,182553687
1,7,3,2,1,0.03,54,182553687
1,7,3,2,2,0.02,40,182553687
1,7,3,2,3,0.02,35,182553687
1,8,0,0,0,0.03,55,182553687
1,8,0,0,1,0.03,53,182553687
1,8,0,0,2,0.02,35,182553687
1,8,0,0,3,0.01,24,182553687
1,8,0,1,0,^,^,182553687
1,8,0,1,1,^,^,182553687
1,8,0,1,2,^,^,182553687
1,8,0,1,3,^,^,182553687
1,8,0,2,0,0.03,58,182553687
1,8,0,2,1,0.03,59,182553687
1,8,0,2,2,0.02,37,182553687
1,8,0,2,3,0.01,22,182553687
1,8,1,0,0,^,^,182553687
1,8,1,0,1,0.01,12,182553687
1,8,1,0,2,^,^,182553687
1,8,1,0,3,^,^,182553687
1,8,1,1,0,^,^,182553687
1,8,1,1,1,^,^,182553687
1,8,1,1,2,^,^,182553687
1,8,1,1,3,^,^,182553687
1,8,1,2,0,^,^,182553687
1,8,1,2,1,0.01,13,182553687
1,8,1,2,2,^,^,182553687
1,8,1,2,3,^,^,182553687
1,8,2,0,0,0.02,35,182553687
1,8,2,0,1,0.01,27,182553687
1,8,2,0,2,0.02,30,182553687
1,8,2,0,3,0.01,10,182553687
1,8,2,1,0,^,^,182553687
1,8,2,1,1,^,^,182553687
1,8,2,1,2,^,^,182553687
1,8,2,1,3,^,^,182553687
1,8,2,2,0,0.02,37,182553687
1,8,2,2,1,0.02,31,182553687
1,8,2,2,2,0.02,34,182553687
1,8,2,2,3,0.01,10,182553687
1,8,3,0,0,0.05,97,182553687
1,8,3,0,1,0.05,92,182553687
1,8,3,0,2,0.04,68,182553687
1,8,3,0,3,0.02,41,182553687
1,8,3,1,0,^,^,182553687
1,8,3,1,1,0.01,12,182553687
1,8,3,1,2,0.01,10,182553687
1,8,3,1,3,^,^,182553687
1,8,3,2,0,0.06,102,182553687
1,8,3,2,1,0.06,103,182553687
1,8,3,2,2,0.04,76,182553687
1,8,3,2,3,0.02,39,182553687
1,9,0,0,0,0.04,78,182553687
1,9,0,0,1,0.05,91,182553687
1,9,0,0,2,0.04,68,182553687
1,9,0,0,3,0.02,40,182553687
1,9,0,1,0,^,^,182553687
1,9,0,1,1,^,^,182553687
1,9,0,1,2,^,^,182553687
1,9,0,1,3,^,^,182553687
1,9,0,2,0,0.05,84,182553687
1,9,0,2,1,0.05,97,182553687
1,9,0,2,2,0.04,70,182553687
1,9,0,2,3,0.02,42,182553687
1,9,1,0,0,0.01,15,182553687
1,9,1,0,1,0.01,17,182553687
1,9,1,0,2,0.01,15,182553687
1,9,1,0,3,0.01,12,182553687
1,9,1,1,0,^,^,182553687
1,9,1,1,1,^,^,182553687
1,9,1,1,2,^,^,182553687
1,9,1,1,3,^,^,182553687
1,9,1,2,0,0.01,16,182553687
1,9,1,2,1,0.01,19,182553687
1,9,1,2,2,0.01,17,182553687
1,9,1,2,3,0.01,13,182553687
1,9,2,0,0,0.02,42,182553687
1,9,2,0,1,0.02,38,182553687
1,9,2,0,2,0.02,39,182553687
1,9,2,0,3,0.01,23,182553687
1,9,2,1,0,^,^,182553687
1,9,2,1,1,^,^,182553687
1,9,2,1,2,^,^,182553687
1,9,2,1,3,^,^,182553687
1,9,2,2,0,0.03,46,182553687
1,9,2,2,1,0.03,47,182553687
1,9,2,2,2,0.02,42,182553687
1,9,2,2,3,0.01,26,182553687
1,9,3,0,0,0.07,135,182553687
1,9,3,0,1,0.08,146,182553687
1,9,3,0,2,0.07,122,182553687
1,9,3,0,3,0.04,75,182553687
1,9,3,1,0,0.01,12,182553687
1,9,3,1,1,0.01,18,182553687
1,9,3,1,2,0.01,10,182553687
1,9,3,1,3,^,^,182553687
1,9,3,2,0,0.08,146,182553687
1,9,3,2,1,0.09,163,182553687
1,9,3,2,2,0.07,129,182553687
1,9,3,2,3,0.04,81,182553687
1,10,0,0,0,0.06,107,182553687
1,10,0,0,1,0.06,109,182553687
1,10,0,0,2,0.07,119,182553687
1,10,0,0,3,0.03,57,182553687
1,10,0,1,0,0.01,11,182553687
1,10,0,1,1,0.01,20,182553687
1,10,0,1,2,^,^,182553687
1,10,0,1,3,^,^,182553687
1,10,0,2,0,0.06,118,182553687
1,10,0,2,1,0.07,126,182553687
1,10,0,2,2,0.07,126,182553687
1,10,0,2,3,0.03,63,182553687
1,10,1,0,0,0.02,32,182553687
1,10,1,0,1,0.02,38,182553687
1,10,1,0,2,0.02,38,182553687
1,10,1,0,3,0.01,21,182553687
1,10,1,1,0,^,^,182553687
1,10,1,1,1,^,^,182553687
1,10,1,1,2,^,^,182553687
1,10,1,1,3,^,^,182553687
1,10,1,2,0,0.02,35,182553687
1,10,1,2,1,0.02,38,182553687
1,10,1,2,2,0.02,38,182553687
1,10,1,2,3,0.01,24,182553687
1,10,2,0,0,0.04,67,182553687
1,10,2,0,1,0.04,66,182553687
1,10,2,0,2,0.03,56,182553687
1,10,2,0,3,0.02,39,182553687
1,10,2,1,0,^,^,182553687
1,10,2,1,1,0.01,13,182553687
1,10,2,1,2,0.01,12,182553687
1,10,2,1,3,^,^,182553687
1,10,2,2,0,0.04,75,182553687
1,10,2,2,1,0.04,79,182553687
1,10,2,2,2,0.04,66,182553687
1,10,2,2,3,0.02,42,182553687
1,10,3,0,0,0.11,206,182553687
1,10,3,0,1,0.12,213,182553687
1,10,3,0,2,0.12,213,182553687
1,10,3,0,3,0.06,117,182553687
1,10,3,1,0,0.01,23,182553687
1,10,3,1,1,0.02,34,182553687
1,10,3,1,2,0.01,22,182553687
1,10,3,1,3,0.01,15,182553687
1,10,3,2,0,0.12,228,182553687
1,10,3,2,1,0.13,243,182553687
1,10,3,2,2,0.13,230,182553687
1,10,3,2,3,0.07,129,182553687
1,11,0,0,0,0.08,140,182553687
1,11,0,0,1,0.07,124,182553687
1,11,0,0,2,0.08,140,182553687
1,11,0,0,3,0.06,114,182553687
1,11,0,1,0,0.01,14,182553687
1,11,0,1,1,0.01,17,182553687
1,11,0,1,2,0.01,13,182553687
1,11,0,1,3,^,^,182553687
1,11,0,2,0,0.08,154,182553687
1,11,0,2,1,0.08,137,182553687
1,11,0,2,2,0.08,148,182553687
1,11,0,2,3,0.06,118,182553687
1,11,1,0,0,0.02,35,182553687
1,11,1,0,1,0.02,36,182553687
1,11,1,0,2,0.03,53,182553687
1,11,1,0,3,0.02,39,182553687
1,11,1,1,0,^,^,182553687
1,11,1,1,1,^,^,182553687
1,11,1,1,2,^,^,182553687
1,11,1,1,3,^,^,182553687
1,11,1,2,0,0.02,35,182553687
1,11,1,2,1,0.02,39,182553687
1,11,1,2,2,0.03,56,182553687
1,11,1,2,3,0.02,41,182553687
1,11,2,0,0,0.03,62,182553687
1,11,2,0,1,0.04,70,182553687
1,11,2,0,2,0.04,81,182553687
1,11,2,0,3,0.04,72,182553687
1,11,2,1,0,0.01,10,182553687
1,11,2,1,1,0.01,10,182553687
1,11,2,1,2,0.01,13,182553687
1,11,2,1,3,^,^,182553687
1,11,2,2,0,0.04,72,182553687
1,11,2,2,1,0.04,79,182553687
1,11,2,2,2,0.05,92,182553687
1,11,2,2,3,0.04,73,182553687
1,11,3,0,0,0.13,237,182553687
1,11,3,0,1,0.13,230,182553687
1,11,3,0,2,0.15,274,182553687
1,11,3,0,3,0.12,225,182553687
1,11,3,1,0,0.01,25,182553687
1,11,3,1,1,0.02,31,182553687
1,11,3,1,2,0.02,29,182553687
1,11,3,1,3,0.01,12,182553687
1,11,3,2,0,0.14,261,182553687
1,11,3,2,1,0.14,255,182553687
1,11,3,2,2,0.16,296,182553687
1,11,3,2,3,0.13,232,182553687
1,12,0,0,0,0.09,161,182553687
1,12,0,0,1,0.08,151,182553687
1,12,0,0,2,0.1,181,182553687
1,12,0,0,3,0.07,124,182553687
1,12,0,1,0,0.01,18,182553687
1,12,0,1,1,0.01,18,182553687
1,12,0,1,2,0.02,29,182553687
1,12,0,1,3,0.01,19,182553687
1,12,0,2,0,0.1,178,182553687
1,12,0,2,1,0.09,169,182553687
1,12,0,2,2,0.11,206,182553687
1,12,0,2,3,0.08,141,182553687
1,12,1,0,0,0.02,36,182553687
1,12,1,0,1,0.02,38,182553687
1,12,1,0,2,0.03,49,182553687
1,12,1,0,3,0.02,38,182553687
1,12,1,1,0,^,^,182553687
1,12,1,1,1,^,^,182553687
1,12,1,1,2,^,^,182553687
1,12,1,1,3,^,^,182553687
1,12,1,2,0,0.02,42,182553687
1,12,1,2,1,0.02,43,182553687
1,12,1,2,2,0.03,49,182553687
1,12,1,2,3,0.02,40,182553687
1,12,2,0,0,0.04,77,182553687
1,12,2,0,1,0.04,80,182553687
1,12,2,0,2,0.04,80,182553687
1,12,2,0,3,0.04,80,182553687
1,12,2,1,0,^,^,182553687
1,12,2,1,1,0.01,15,182553687
1,12,2,1,2,0.01,18,182553687
1,12,2,1,3,^,^,182553687
1,12,2,2,0,0.05,84,182553687
1,12,2,2,1,0.05,94,182553687
